isbn,language_code,text_reviews_count,authors,publisher,num_pages,isbn13,bookID,ratings_count,title,average_rating,publication_month,publication_year
1943431140,,1,Rachelle Burk,"Tumblehome Learning, Inc.",1,9781943431144,27219828,1,"Esref Armagan, Blind Artist: Esref Armagan, Blind Painter",5,6,2016
0373677189,eng,9,Virginia Vaughan,Love Inspired,27,9780373677184,25494240,27,Yuletide Abduction (Rangers Under Fire #1),5,11,2015
1935982222,,1,"Brant Rosen, Adam Horowitz",Just World Books,10,9781935982227,15904487,10,Wrestling in the Daylight: A Rabbi's Path to Palestinian Solidarity,5,9,2012
1500987298,,2,Eran Gadot,Createspace Independent Publishing Platform,6,9781500987299,23137072,6,Supernatural Hero,5,8,2014
0692724087,,1,Amali Maxine Phillips,Cool Cap,1,9780692724088,30688329,1,Dear Parents: A Young Poet's Anthology,5,6,2016
1611168945,,17,Megan Whitson Lee,Pelican Book Group,19,9781611168945,32713185,19,Suburban Dangers,5,6,2017
1599206722,,1,Wendy Blaxland,Smart Apple Media,3,9781599206721,12452998,3,Middle Eastern Food,5,1,2012
1611969409,,1,Juan Adalid,"Babel Books, Inc.",1,9781611969405,14525888,1,La Estancia Nostalgica Poetica,5,1,2012
0982577516,,2,Cheryl Stasinowsky,"5 Fold Media, LLC",4,9780982577516,8462777,4,His Hidden Treasures,5,3,2010
1601311656,,2,"L.A. Fielding, Victor Guiza",X-Tails Enterprises,2,9781601311658,18674754,2,The X-Tails Snowboard at Shred Park,5,9,2013
9736819523,rum,1,Cristian Badilita,Polirom,2,9789736819520,25340994,2,Patericul sau Apoftegmele Părinților din pustiu,5,,2005
1848402724,,1,John  Dorney,New Island Books,4,9781848402720,18230377,4,'Peace After the Final Battle': The Story of the Irish Revolution 1912-1924,5,1,2014
0953597504,cor,1,Brian N. Young,Spyrys a Gernow,1,9780953597505,13572551,1,Lyver-Lywans Bukkyas Keltek,5,5,1999
1454920785,,3,"Paul Robert, Peter Weil",Sterling,8,9781454920786,28692092,8,Typewriter: A Celebration of the Ultimate Writing Machine,5,10,2016
1590306694,,1,"Jamgon Mipam, Douglas Duckworth, Mipam Rinpoche",Shambhala,12,9781590306697,12983041,12,Jamgon Mipam: His Life and Teachings,5,12,2011
0802406459,,4,Erin Davis,Moody Publishers,7,9780802406453,17347030,7,"My Name is Erin: One Girl's Plan for Radical Faith (My Name Is Erin, #4)",5,8,2013
0802406440,,1,Erin Davis,Moody Publishers,4,9780802406446,17347033,4,"My Name is Erin: One Girl's Mission to Make a Difference (My Name Is Erin, #3)",5,8,2013
8880894579,ita,2,Charles M. Schulz,Baldini Castoldi Dalai,27,9788880894575,9635071,27,"Non puoi ritirarti, Charlie Brown!",5,,1998
0465016723,en-GB,1,Henri F. Ellenberger,"Basic Books, Inc. (NY)",5,9780465016723,565639,5,The Discovery of the Unconscious: The History & Evolution of Dynamic Psychiatry,5,6,1970
2709658445,fre,8,Delphine Bertholon,JC Lattes,21,9782709658447,34673238,21,Coeur-Naufrage,5,3,2017
1570089825,,6,Jay A. Parry,Shadow Mountain,16,9781570089824,1570560,16,Everyday Answers: True Stories about God's Presence in Our Lives,5,1,2003
1452572135,,1,"Elizabeth Spanton, Laren Bright",Balboa Press,1,9781452572130,17949473,1,Golden Voyages,5,5,2013
1893541282,,1,Jenny Gough,Potes & Poets Press,1,9781893541283,2412123,1,Mary & Shelley's Fair Copy Book,5,1,2000
0764825798,eng,4,Sarah Vabulas,Liguori Publications,16,9780764825798,23464076,16,The Catholic Drinkie's Guide to Homebrewed Evangelism,5,6,2015
1460280474,eng,7,Mark Pichora,FriesenPress,9,9781460280478,30374990,9,You're Amazing,5,5,2016
0674203003,,2,John  Adams,Belknap Press,10,9780674203006,1395820,10,"Diary and Autobiography of John Adams: Volumes 1-4, Diary (1755-1804) and Autobiography (Through 1780)",5,12,1961
1484962893,eng,4,Cyndi Goodgame,Createspace Independent Publishing Platform,9,9781484962893,17913805,9,"Yield (Goblin's Kiss Series, # 2)",5,8,2013
0521253187,,1,Barbara Jelavich,Cambridge University Press,2,9780521253185,3777141,2,"Russia and the Formation of the Romanian National State, 1821 1878",5,2,1984
099608729X,,2,Richard Jarrette,Green Writers Press,12,9780996087292,24326014,12,A Hundred Million Years of Nectar Dances,5,5,2015
1482592509,,1,"Anna Sugg, Judy   Baker",Createspace,1,9781482592504,17915077,1,Ghost Thunder,5,4,2013
1484955889,eng,2,"Rebecca M. Douglass, Dave Dempspey",Createspace,2,9781484955888,18052078,2,A is for Alpine: An Alphabet Book for Little Hikers,5,5,2013
0062560301,,1,Lori Rader-Day,William Morrow Paperbacks,1,9780062560308,35887168,1,Under a Dark Sky: A Novel,5,8,2018
1457526069,,1,Jason Franklin,Dog Ear Publishing,1,9781457526060,21820481,1,"College Bound: How to Prepare, Pick, & Pay Less for College in the 21st Century",5,3,2014
150330762X,eng,2,Kate Ayers,Attempted Murder Publishing,3,9781503307629,25010307,3,Eyes & Ears: The SetUp,5,2,2015
0990322122,,1,Meg Pokrass,Etruscan Press,13,9780990322122,27163877,13,The Dog Looks Happy Upside Down,5,7,2016
1780910193,,1,Denis Clareborough,DB,1,9781780910192,15955619,1,"Sheffield United: The Complete Record. Denis Clareborough, Andrew Kirkham",5,9,2012
079225953X,,3,Pamela Rushby,National Geographic Children's Books,11,9780792259534,1194429,11,Science Chapters: Mysteries of the Fossil Dig,5,9,2006
3438052199,,3,"Anonymous, Wolfgang Rudolph",Deutsche Bibelgesellschaft,44,9783438052193,2054349,44,Biblia Hebraica Stuttgartensia-,5,8,1998
1463671547,,1,Judy M. Hodges,Createspace,1,9781463671549,14401281,1,A Year at Dunlap,5,6,2011
0994082029,eng,2,Jennifer Fraser,Motion Press,2,9780994082022,26123725,2,Teaching Bullies: Zero Tolerance on the Court or in the Classroom,5,7,2015
1909734136,eng,1,Nina Milton,Thornberry Publishing UK,5,9781909734135,18502508,5,Tough Luck,5,9,2013
1780191251,,1,"Alan Edwards, Trevor Turner",Southwater Publishing,8,9781780191256,14610399,8,"The Ultimate Encyclopedia of Cats, Cat Breeds & Cat Care",5,4,2012
0983602999,en-US,17,Ju Ephraime,Envision Business & Computer School Publishing,56,9780983602996,19064866,56,Against All Odds,5,11,2013
0735842620,eng,117,Torben Kuhlmann,NorthSouth Books,389,9780735842625,28637454,389,Armstrong: The Adventurous Journey of a Mouse to the Moon,5,9,2016
150592443X,eng,2,Phyl Campbell,Create Space,3,9781505924435,25373429,3,25 Reasons Charlie Should Never Read Jane's Books to Jane,5,4,2015
1683610318,,4,Melissa Kendall,Decadent Publishing Company,5,9781683610311,30161646,5,Learning Curve,5,5,2016
8192955532,hin,4,Dinesh Gupta,Author's Ink India,18,9788192955537,23462581,18,Kaise Chand Lafzon Men Saara Pyar Likhun,5,12,2014
1940651786,eng,4,Dianna Love,Silver Hawk Press,10,9781940651781,32687322,10,Dragon King of Treoir,5,11,2016
0692909591,eng,7,Tyler Wandschneider,Stars in Hand,10,9780692909591,35561062,10,Lockheed Elite,5,,2017
1535405716,eng,1,S.L. Shelton,Createspace,1,9781535405713,31284594,1,Hedged,5,7,2016
8869490726,,1,Mario Moccia,Mnamon,1,9788869490729,27483401,1,L'Ultimo Raggio Di Sole Al Tramonto,5,10,2015
1602474702,,1,O.  Wright,Tate Publishing & Enterprises,4,9781602474703,2213938,4,Ruth of Moab: Triumph of a Daughter's Love,5,10,2007
0982971834,,1,Patty Mason,Liberty in Christ Ministries,1,9780982971833,16208008,1,Experiencing Joy: Strategies for Living a Joy Filled Life,5,8,2012
2505014159,fre,2,Yana Toboso,Kana,15,9782505014157,18714704,15,"Black Butler, Vol. 09 (Black Butler, #9)",5,2,2012
1425119999,,4,Graham Clews,Trafford Publishing,7,9781425119997,7734604,7,"Eboracum: The Village (The Eboracvm Trilogy , #1)",5,7,2007
1934031062,,3,"Lynn Plourde, Leslie Mansmann",Islandport Press,21,9781934031063,2547092,21,At One: In a Place Called Maine,5,1,2007
0978970594,eng,2,Lynn Doiron,EP Publishing,5,9780978970598,2777553,5,Hand Wording,5,1,2006
1942371217,eng,1,Judith A. Rypma,FutureCycle Press,1,9781942371212,33279393,1,Worshipping at Lenin's Mausoleum,5,12,2016
0895866226,,1,"Linda Carlson, Jan Nix",HP Trade,1,9780895866226,1803748,1,Food & Fitness,5,3,1989
3785569459,ger,1,Christian Tielmann,Loewe Verlag,1,9783785569450,16099515,1,"Daemonicus (R.O.M., #1)",5,6,2012
0446381950,,1,Gloria Guss Back,Warner Books (NY),4,9780446381956,163808,4,Are You Still My Mother?: Are You Still My Family?,5,9,1985
160034965X,,1,Shannon Tanner,Xulon Press,1,9781600349652,1012894,1,Diets Don't Work.But Jesus Does!,5,1,2007
1772991902,,3,Rosemary  Morris,Ebound Canada,3,9781772991901,31812747,3,Monday's Child,5,8,2016
1879998564,eng,15,Rousas John Rushdoony,Chalcedon/Ross House Books,46,9781879998568,10404866,46,"A Word in Season, Volume 1",5,,2010
1606081292,,1,Lawrence J. Terlizzese,Resource Publications (CA),1,9781606081297,7431457,1,Trajectory of the 21st Century,5,1,2009
1490400214,,4,Amy McVay Abbott,Createspace,6,9781490400211,18178728,6,A Piece of Her Mind: The Raven Lunatic - Volume I,5,6,2013
0990545849,eng,1,Trimid Dew Lanns,Stoicheion Limited,3,9780990545842,25820555,3,"Armand El Dorado (The Connective, #2)",5,7,2015
1908110058,eng,3,Sayed Ammar Nakshawani,"Sayed Ammar Press, Sun Behind The Cloud Publications Ltd",68,9781908110053,18271135,68,The Fourteen Infallibles,5,,2012
162839014X,eng,8,Bee L. Kirk,Xulon Press,14,9781628390148,18384116,14,City of the Guardians,5,8,2013
0972304592,,3,Jack Wiler,CavanKerry Press,15,9780972304597,1527563,15,Fun Being Me,5,9,2006
8868849852,ita,1,Maria Grazia Di Stefano,Kimerik Edizioni,1,9788868849856,33119645,1,Ne parliamo quando torni,5,,2016
006026750X,,2,Ylla,HarperCollins Publishers,3,9780060267506,5083062,3,I'll Show You Cats,5,12,1964
1329112172,eng,4,Michael Mark,Lulu.com,6,9781329112179,26251185,6,"A Cannon, a Heart, and Now This...",5,8,2015
1512116351,eng,2,Carl F. Kristeller,Carl F. Kristeller,6,9781512116359,26251187,6,Chuga the Beluga,5,6,2015
8408065637,spa,2,Francisco Gonzalez Ledesma,Editorial Planeta,3,9788408065630,10050814,3,Historia de mis calles,5,3,2006
8172739087,eng,3,Shubhangi Joshi,Authorspress,7,9788172739089,23003318,7,To Stir Up an Ornate Nest,5,8,2014
1903254396,,4,Nathaniel Thompson,FAB Press,19,9781903254394,259727,19,"DVD Delirium, Volume 1: Redux: The International Guide to Weird and Wonderful Films on DVD",5,2,2015
0988418142,eng,32,Shelly Reuben,Bernard Street Books,35,9780988418141,31342654,35,Dabbling in Crime - Death of a Violinist and other stories,5,11,2016
1455598208,,73,Bonnie   Gray,FaithWords,102,9781455598205,31934423,102,Whispers of Rest: 40 Days of God's Love to Revitalize Your Soul,5,5,2017
0134032268,,12,Jay Maisel,New Riders Publishing,79,9780134032269,22758939,79,"Light, Gesture, and Color",5,11,2014
1542602556,eng,1,Pat Simmons,Generation Quest Press,1,9781542602556,34116924,1,Love By Delivery,5,1,2017
0984167633,eng,3,"Jason V. Brock, S.T. Joshi, Ramsey Campbell, William F. Nolan, Vincent Chong, Richard Selzer, Paul G. Bens Jr.",Cycatrix Press,9,9780984167630,13423417,9,The Devil's Coattails,5,2,2012
1329825691,eng,1,Manuel Augusto Antao,Lulu,1,9781329825697,29242841,1,"Shapes, Scenes and Strokes: Book Reviews 2015",5,1,2016
0806628332,,2,James E. Miller,Augsburg Books,12,9780806628332,915761,12,"Winter Grief, Summer Grace",5,10,1995
0199596735,,2,"Hew Strachan, Sibylle Scheipers",Oxford University Press,5,9780199596737,11851831,5,The Changing Character of War,5,7,2011
0972739807,eng,6,"B.F. White, Hugh McGraw, E.J. King","Sacred Harp Publishing Company, Inc.",37,9780972739801,1196885,37,"The Sacred Harp: The Best Collection of Sacred Songs, Hymns, Odes, and Anthems Ever Offered the Singing Public for General Use",5,,1991
1844275353,,1,Hannah MacFarlane,Scripture Union (UK),3,9781844275359,10372842,3,Dark Chapters: The Egyptian Nightmare,5,10,2010
1463699549,,1,James Wolfe,Createspace Independent Publishing Platform,3,9781463699543,13039207,3,How to Rig the NCAA Basketball Championship for Fun and Profit,5,10,2011
0615566804,,1,Sophie St. Clair,Inspirations,3,9780615566801,13741290,3,"Mary King Part II: Graphic Novel, the Sequel to Jane Austen's Pride and Prejudice",5,11,2011
1926829921,,1,Gillian Wigmore,Brick Books,5,9781926829920,22228282,5,Orient,5,10,2014
1926829913,,3,Deanna Young,Brick Books,6,9781926829913,22228281,6,House Dreams,5,9,2015
1423604393,,1,Jeanette Lynton,Gibbs Smith,24,9781423604396,10099748,24,Magic,5,6,2011
1477717811,,1,Brian Hanson-Harding,Rosen Classroom,3,9781477717813,18443311,3,Composting,5,1,2014
1475197365,,1,A.S.K. Kingsley,Createspace Independent Publishing Platform,1,9781475197365,14430384,1,How to Read Your Astrology Sign Compatibility for a Happy Career and Love Life,5,4,2012
0061905836,,4,"Jalaluddin Mevlana Rumi, Coleman Barks",HarperOne,52,9780061905834,12051624,52,Rumi: The Big Red Book: The Great Masterpiece Celebrating Mystical Love and Friendship,5,11,2011
1478271868,eng,1,Tadaram Maradas,CreateSpace,1,9781478271864,15783464,1,The Maradas Poetry Compilation of Poem Lyrics Volume I: Lyrics of a Lifetime © Poetic Anthologies in English with Spanish Translations: Poetic Anthologies in English with Spanish Translations,5,7,2012
1599251469,,1,"Benjamin Breckinridge Warfield, Sinclair B. Ferguson, Michael A. Gaydosh",Solid Ground Christian Books,1,9781599251462,7767997,1,The Person and Work of the Holy Spirit,5,2,2010
1937006468,,3,Thich Nhat Hanh,Parallax Press,42,9781937006464,17707869,42,Moments of Mindfulness: Daily Inspiration,5,11,2013
1456551388,,1,Cynthia Sue Larson,Createspace,3,9781456551384,10708210,3,Karen Kimball: And the Dream Weaver's Web,5,1,2011
0983286051,en-US,3,Jennie Breeden,Devil's Panties LLC,25,9780983286059,18515663,25,The Devil's Panties (Volume 7),5,7,2013
1847165893,eng,5,Josephine Spire,Emerald Publishing,7,9781847165893,29877576,7,Mind Power and Healthy Eating : The Art of Losing Weight and Staying Healthy,5,1,2016
1616335718,eng,7,Debra Toor,Guardian Angel Publishing,8,9781616335717,24626859,8,Survival Secrets of Turkey Vultures,5,12,2014
1542507162,eng,1,Katerina Sestakova Novotna,CreateSpace,2,9781542507165,34010156,2,How Missionaries Destroyed a Paradise: Laa's Story about Nuclear Testing on Marshall Islands,5,1,2017
386521908X,,2,Bruce Davidson,,7,9783865219084,6781435,7,Bruce Davidson: Journey of Consciousness,5,11,2010
0692482733,eng,2,Samuel Miller,S&G Publishing,2,9780692482735,26077511,2,"Sam's Adventurous Birthday (Junior Author Series, #1)",5,7,2015
0826122310,eng,1,"Lori Katz, Jane Hammerslough",Springer Publishing Company,5,9780826122315,22107488,5,Warrior Renew: Healing from Military Sexual Trauma,5,9,2014
1512068233,eng,1,Michael Angliss,CreateSpace Independent Publishing,2,9781512068238,27384781,2,"More than Love Can Love (Retimer, #7)",5,10,2015
1907222448,eng,2,"Jonathan Allen, Mark Pilkington, Helen Farley, Gavin W Semple, Austin Osman Spare, Phil Baker, Arthur Ivey, Sally O'Reilly, Alan Moore, Kevin O'Neill",Strange Attractor Press,14,9781907222443,30355210,14,Lost Envoy: The Tarot Deck of Austin Osman Spare,5,5,2016
1848325118,,1,Manfred Griehl,Casemate Publishers,1,9781848325111,5310874,1,Last Days of the Luftwaffe: German Luftwaffe Combat Units 1944-1945,5,4,2009
0692695958,eng,7,"Victoria Valentine, January Valentine",Water Forest Press,16,9780692695951,29967628,16,Agony of Being Me,5,6,2016
0939479222,,3,A.D. Powell,Backintyme,11,9780939479221,342408,11,Passing for Who You Really Are,5,3,2005
8899501044,ita,1,"Paolo Maini, Ludovica Ceregatti",Noise Press,5,9788899501044,32516399,5,a Sort of Fairytale vol.1,5,4,2016
1461079098,,1,Jacent M Mpalyenkana,Createspace Independent Publishing Platform,3,9781461079095,13032360,3,"Do Not Force It, Tap the Good.",5,6,2011
1456340417,,1,Karl Jeney,Createspace Independent Publishing Platform,2,9781456340414,11967081,2,Meus Insomnium: My Dream - My Nightmare,5,12,2010
1492374814,,1,"Gordon Duncan, Amy Duncan, Jonathan Grauel",Createspace,1,9781492374817,18835732,1,Bedside - A Memoir of Care,5,9,2013
9780763869,eng,1,Rutkosky,Paradigm,1,9780763869373,33396286,1,Benchmark: MS Excel Levels 1+2-PKG,5,,2017
1943506019,,1,J. Evan Stuart,Jodi Dorson,1,9781943506019,27762395,1,Entangled,5,5,2015
1481270214,eng,2,Wendy Ahrens-Gaydos,CreateSpace Independent Publishing,2,9781481270212,17157724,2,"Immortal Threat (Book 1, The Immortal Karma Chronicles)",5,12,2012
0758273878,,2,"Nikki Carter, Kevin Elliott",Kensington,22,9780758273871,12329313,22,The Break-Up Diaries: Volume 2,5,9,2011
0615939724,eng,2,Eve Ott,Aldrich Press,4,9780615939728,20887544,4,Album from the Silent Generation,5,1,2014
1612126480,,3,Melissa Caughey,"Storey Publishing, LLC",5,9781612126487,23280375,5,"A Kid's Guide to Keeping Chickens: Best Breeds, Creating a Home, Care and Handling, Outdoor Fun, Crafts and Treats",5,3,2015
0062572318,,1,"Laura Ingalls Wilder, Garth Williams",HarperCollins,3,9780062572318,29773612,3,Little House Coloring Book,5,10,2016
0517577577,,1,Nicholas M. Dawes,Crown,2,9780517577578,3307476,2,Majolica,5,11,1990
1480216445,eng,8,Jesse L. Byock,Createspace Independent Publishing Platform,50,9781480216440,17676697,50,"Viking Language 1 Learn Old Norse, Runes, and Icelandic Sagas",5,3,2013
0811214885,,16,"George Oppen, Michael Davidson, Eliot Weinberger",New Directions Publishing Corporation,342,9780811214889,764630,342,New Collected Poems,5,11,2001
1497507774,eng,1,William J. Simpson IV,"If, And or But Publishing",1,9781497507777,21839500,1,Sales Simplified: Understanding the Basics,5,4,2014
1911355325,eng,3,Mark Manfield,DYM Worldwide Publishers,5,9781911355328,34467237,5,"Rottweiler: The Rottweiler Bible: Rottweiler Complete Guide. Includes: Rottweiler Puppies, Rottweiler Adults, Rottweiler Care, Rottweiler Breeders, Rottweiler Health, Training & More!",5,4,2017
1330340051,eng,1,"Anonymous, Mohini M. Chatterji",Forgotten Books,2,9781330340059,26925781,2,"The Bhagavad Gita; Or the Lord's Lay: With Commentary and Notes, as Well as References to the Christian Scriptures, Translated from the Sanskrit for the Benefit of Those in Search of Spiritual Light by Mohini M. Chatterji",5,9,2015
178092285X,eng,3,Brian W. Pugh,MX Publishing,5,9781780922850,16095167,5,A Chronology of Arthur Conan Doyle - Revised and Expanded Edition,5,11,2012
9536737116,,1,"Ivana Brlic-Mazuranic, Helena Bulaja","Organa, LLC",13,9789536737116,5788193,13,"Croatian Tales of Long Ago, Part Two",5,12,2006
1616407409,eng,1,Alvaro Bizziccari,"Cosimo, Inc.",4,9781616407407,16177625,4,Dialogues with My God Self Understanding the Law of Love,5,11,2012
9545354348,bul,1,"Krum Atsev, Khristo Butsev, Kapka K'neva",Izdatelstvo na Nov b'lgarski universitet,2,9789545354342,17728722,2,Бели облаци,5,,2006
1579704700,eng,1,Robert A. Heinlein,Audio-Forum,13,9781579704704,2252747,13,Forrestal Lecture at the US Naval Academy,5,9,2007
1893006484,,1,F.R.R. Mallory,Unbound Books,1,9781893006485,6899783,1,Extreme Space: The Domination and Submission Handbook,5,3,2013
3039104705,,2,Camelia Elias,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",5,9783039104703,5717069,5,The Fragment: Towards a History and Poetics of a Performative Genre,5,12,2004
1500698520,eng,2,Kevin J. McArthur,CreateSpace Independent Publishing Platform,5,9781500698522,27389997,5,Angel: Camden's Journey (The Angel Series Book 1),5,10,2014
168230227X,,5,Jennifer Lankenau,Diversion Publishing,8,9781682302279,29065851,8,Words to Color by: 25 Inspirational Coloring Pages,5,8,2016
1535305592,eng,20,Kelly   Moore,Kelly Moore,32,9781535305594,31135292,32,"Piece by Piece (Broken Pieces, #3)",5,7,2016
0996990704,eng,3,Lacey Reque Dipaolo Losh,Ingramspark,10,9780996990707,28054800,10,Libraries Around the World Coloring Book,5,11,2015
1585624187,,2,"Jon G. Allen, Peter Fonagy",American Psychiatric Publishing,10,9781585624188,15893670,10,Restoring Mentalizing in Attachment Relationships: Treating Trauma with Plain Old Therapy,5,7,2012
1468136524,,8,Michele Woolley,Createspace,49,9781468136524,13574852,49,God's Favor - Breath Of Heaven,5,12,2011
1416960791,eng,34,Robert Sabuda,Little Simon,227,9781416960799,7804164,227,Beauty & the Beast: A Pop-up Book of the Classic Fairy Tale,5,10,2010
3956101014,,1,Alicia Amherst,Vero Verlag,1,9783956101014,18452785,1,A History of Gardening in England,5,4,2013
0899067182,,2,"Chaim Malinowitz, Zev Meisels, Israel Schneider, Yisroel Simcha Schorr, Mendy Wachsman, Yosef Widroff",Artscroll,2,9780899067186,3793202,2,"Berachos, Vol. 2 [30b-64a]",5,1,2000
1910094315,eng,2,"Rob Windsor, Jo Stroud",Magic Oxygen,2,9781910094310,25031282,2,Off Her Facebook! Graphic Novel,5,,2015
0310742978,,6,Carol Lynn Moore,Zonderkidz,8,9780310742975,21816731,8,Dare U 2 Open This Book: 90 Ways to Rock Your Faith,5,9,2014
3837059022,,1,Andrea Hundsdorfer,Books on Demand,1,9783837059021,16188662,1,Neele und das Geheimnis des alten Puzzles,5,6,2008
1496117166,,25,Chris Philbrook,Createspace,361,9781496117168,20939080,361,Wrath (Adrian's Undead Diary #5),5,3,2014
1551926709,,17,J.K. Rowling,Bloomsbury,348,9781551926704,862702,348,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5,,2000
0061711284,,1,Matt Groening,HarperCollins - AU,42,9780061711282,10034297,42,Simpsons World: the Ultimate Episode Guide: Seasons 1 - 20,5,11,2010
0971309930,,1,"Deborah Greenspan, Carrol Mendelson",Media Creations,1,9780971309937,3148763,1,Mirror Mirror,5,11,2003
1595261974,,1,Deborah Greenspan,Aeon Publishing Inc.,1,9781595261977,3148766,1,Kid's Day,5,7,2010
1683970519,,1,Wanda Rosseland,Worthy Inspired,2,9781683970514,34448874,2,Angels Among Us: Extraordinary Encounters with Heavenly Beings,5,9,2017
1492802840,,1,"James Chris DeSantis, Emily Suzzane Vinyard, Tavasai Kong",Createspace,2,9781492802846,20541089,2,Exterminators Shadows,5,1,2014
1621137600,,17,Erin Gardner,Taunton Press,25,9781621137603,18143254,25,Great Cake Decorating: Sweet Designs for Cakes & Cupcakes,5,1,2014
1507761147,eng,1,Gia Russell,Createspace,4,9781507761144,24856862,4,Ayita The Wolf Princess,5,1,2015
3741274046,,1,Tara Riedman,Books on Demand,2,9783741274046,32598554,2,Und heute fällt der erste Schnee: Roman,5,8,2017
4832247301,jpn,2,"Norimitsu Kaihou, Sadoru Chiba",Fang Wen She,20,9784832247307,31446888,20,"がっこうぐらし! (8) [Gakkou Gurashi!, Vol. 8] (Gakkou Gurashi!, #8)",5,8,2016
0877289468,,1,Francis S. Rolleston,Weiser Books,2,9780877289463,1689478,2,"Mazzaroth: The Constellations, Parts I-IV, Including Mizraim: Astronomy of Egypt",5,2,2001
1600345328,,1,Samantha D. Williams,Xulon Press,1,9781600345326,14528935,1,Hidden Secrets of a Christian Woman,5,9,2011
0538444525,,2,Joan S. Ryan,Thomson South-Western,5,9780538444521,916301,5,Personal Financial Literacy,5,1,2007
1614630232,eng,1,Jaime Buckley,On The Fly Publications,1,9781614630234,16189075,1,"Race to Til-Thorin, Part 5",5,11,2012
1939383137,,11,John Funke,Itoh Press,10,9781939383136,17296268,10,The Golden Island,5,1,2013
1939337445,,10,Michael Balkind,Balkind Books an Imprint of Telemachus Press,23,9781939337443,17296266,23,Gold Medal Threat,5,1,2013
193990515X,eng,22,"Orrin Grey, John  Langan",Word Horde,59,9781939905154,26960020,59,Painted Monsters & Other Strange Beasts,5,10,2015
7807365625,zho,1,"Antoine de Saint-Exupery, Charles Perrault, Sheng Ai Ke Su Pei Li, Xia Er *Bei Luo",San Qin Chu Ban She,1,9787807365624,26250349,1,小王子灰姑娘,5,,2009
146020557X,,2,R. Bruce Macdonald,FriesenPress,5,9781460205570,16251823,5,North Star of Herschel Island - The Last Canadian Arctic Fur Trading Ship.,5,10,2012
1502323079,,1,Mark  Maguire,Createspace,1,9781502323071,23240555,1,Severe Spankings Are Best for Tom,5,9,2014
1475067232,eng,1,"Proclus, Thomas    Taylor",Createspace Independent Publishing Platform,1,9781475067231,20961676,1,The Commentaries of Proclus on the Timaeus of Plato,5,3,2012
0941533182,eng,7,Walter Rose,New Amsterdam Books,19,9780941533188,3948166,19,The Village Carpenter,5,4,1998
0974528455,,1,Caroline Coleman Bennett,Palmetto Conservation Foundation,1,9780974528458,2307293,1,Charley's Columbia Backyard,5,1,2006
393193652X,,1,"Mateo Kries, Amelie Klein",Vitra Design Museum,2,9783931936525,27768227,2,Making Africa: A Continent of Contemporary Design,5,6,2015
1942253265,eng,12,Kirsten Buxton,Living Miracles Publications,28,9781942253266,31748352,28,I Married a Mystic,5,8,2016
1628575204,eng,3,Shantelle Ruppel,Strategic Book Publishing Rights and Co.,5,9781628575200,25083168,5,New Beginnings: The Reviving of a Kingdom (Book 1),5,3,2015
0984893180,,3,Dave Jeffery,Dark Continents,3,9780984893188,18637560,3,Necromancer: Necropolis Rising II,5,10,2013
1500531332,eng,32,Carole P. Roman,Createspace Independent Publishing Platform,44,9781500531331,24496299,44,If You Were Me and Lived in...Scotland: A Child's Introduction to Culures Around the World,5,1,2015
097684916X,,5,"Neville Goddard, Joe Vitale",Morgan James Publishing,59,9780976849162,284720,59,At Your Command,5,9,2005
0710091176,eng,1,Ehsan Yarshater,Routledge,2,9780710091178,6863787,2,Encyclopaedia Iranica: V. 3 Fascicle 5 BAHAI FAITH III - BAKTIARI TRIBE II,5,7,1988
846833183X,spa,14,Cuca Canals,edebe,130,9788468331836,34680601,130,El Joven Poe #1: El misterio de la calle Morgue,1,,2017
6130005504,,1,"John McBrewster, Frederic P.  Miller, Agnes F. Vandome",Alphascript Publishing,1,9786130005504,6611798,1,"Benazir Bhutto: Benazir Bhutto,Asif Ali Zardari,Bilawal Bhutto Zardari,Zulfikar Ali Bhutto,Pakistan,Pakistan Peoples Party,Prime Minister Of Pakistan,Politics ... Pakistan,2007 Pakistani State Of Emergency",1,7,2011
1468030477,eng,1,Robert Burkhart,CreateSpace Independent Publishing Platform,1,9781468030471,16137127,1,Certainty and the Search for Absolute Truth,1,2,2011
1422205320,,1,Dorothy Kavanaugh,Mason Crest Publishers,1,9781422205327,7719101,1,The Muslim World: An Overview,1,9,2009
1426955723,,1,Yahchanan Lamers,Trafford Publishing,1,9781426955723,14326710,1,Whisper of Wisdom,1,3,2011
1567181465,,1,Stephanie Clement,Llewellyn Publications,4,9781567181463,5987277,4,What Astrology Can Do for You,1,1,2000
0595290361,,1,Barbara Anna Marjanovic,iUniverse,1,9780595290369,2866522,1,Pawn,1,10,2003
2092507036,fre,1,"Gerard Moncomble, Sebastien Mourrain",Nathan,1,9782092507032,29990774,1,Le goût du ciel,1,,2005
0646392883,eng,2,Paul Clingman,Montrose House Books,2,9780646392882,14740987,2,A State of Symmetry,1,,2000
1680200127,,1,Tammy Gagne,Mitchell Lane Publishers,1,9781680200126,27038198,1,Poseidon,1,9,2015
0958570728,,1,Ronald Wells,Riverlea Publishing,1,9780958570725,3554545,1,Ancient Ancestors with Modern Descendants: A Companion for Studies in European History and Genealogy of Europe and Near East,1,1,1999
